land_use,management,weight,filter_attribute,condition_schedule,operation,op_data1,op_data2,op_data3
agrl580_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl580_lum,,,,,kill_only,barl,,
agrl580_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl580_lum,,,,,fertilizer,elem_p,broadcast,17
agrl580_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl580_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl580_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl580_lum,,,,,kill_only,barl,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl580_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,,fertilizer,elem_p,broadcast,8
agrl580_lum,,,,,plant,oats,,
agrl580_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl580_lum,,,,,kill_only,oats,,
agrl580_lum,,,,"(md >= 0301) * (md <= 0315) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0401) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n,broadcast,60
agrl580_lum,,,,,fertilizer,elem_p,broadcast,8
agrl580_lum,,,,"(md >= 0410) * (md <= 0420) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,fpea,,
agrl580_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fpea,grain,
agrl580_lum,,,,,kill_only,fpea,,
agrl580_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl580_lum,,,,,fertilizer,elem_p,broadcast,17
agrl580_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl580_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl580_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl580_lum,,,,,kill_only,barl,,
agrl580_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl580_lum,,,,,fertilizer,elem_p,broadcast,17
agrl580_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl580_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl580_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl580_lum,,,,,kill_only,barl,,
agrl580_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl580_lum,,,,,fertilizer,elem_p,broadcast,17
agrl580_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl580_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl580_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl580_lum,,,,,kill_only,barl,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl580_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,,fertilizer,elem_p,broadcast,8
agrl580_lum,,,,,plant,oats,,
agrl580_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl580_lum,,,,,kill_only,oats,,
agrl580_lum,,,,"(md >= 0301) * (md <= 0315) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0401) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n,broadcast,60
agrl580_lum,,,,,fertilizer,elem_p,broadcast,8
agrl580_lum,,,,"(md >= 0410) * (md <= 0420) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,fpea,,
agrl580_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fpea,grain,
agrl580_lum,,,,,kill_only,fpea,,
agrl580_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl580_lum,,,,,fertilizer,elem_p,broadcast,17
agrl580_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl580_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl580_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl580_lum,,,,,kill_only,barl,,
agrl580_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl580_lum,,,,,fertilizer,elem_p,broadcast,17
agrl580_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl580_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl580_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl580_lum,,,,,kill_only,barl,,
agrl580_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl580_lum,,,,,fertilizer,elem_p,broadcast,17
agrl580_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl580_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl580_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl580_lum,,,,,kill_only,barl,,
agrl580_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl580_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,,fertilizer,elem_p,broadcast,8
agrl580_lum,,,,,plant,oats,,
agrl580_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl580_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl580_lum,,,,,kill_only,oats,,
agrl713_lum,,,,,initial_plant,rye,"1,1000,0,0,1,1000",
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,rye,grain,
agrl713_lum,,,,,kill_only,rye,,
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl713_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl713_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl713_lum,,,,,kill_only,lupn,,
agrl713_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl713_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl713_lum,,,,,fertilizer,elem_p,broadcast,17
agrl713_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl713_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl713_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl713_lum,,,,,kill_only,barl,,
agrl713_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl713_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,,fertilizer,elem_p,broadcast,8
agrl713_lum,,,,,plant,oats,,
agrl713_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl713_lum,,,,,kill_only,oats,,
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl713_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl713_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl713_lum,,,,,kill_only,lupn,,
agrl713_lum,,,,"(md >= 0815) * (md <= 0905) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,landlevl,,
agrl713_lum,,,,"(md >= 0905) * (md <= 0920) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,30
agrl713_lum,,,,"(md >= 0920) * (md <= 1010) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,rye,,
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,rye,grain,
agrl713_lum,,,,,kill_only,rye,,
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl713_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl713_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl713_lum,,,,,kill_only,lupn,,
agrl713_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl713_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl713_lum,,,,,fertilizer,elem_p,broadcast,17
agrl713_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl713_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl713_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl713_lum,,,,,kill_only,barl,,
agrl713_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl713_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,,fertilizer,elem_p,broadcast,8
agrl713_lum,,,,,plant,oats,,
agrl713_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl713_lum,,,,,kill_only,oats,,
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl713_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl713_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl713_lum,,,,,kill_only,lupn,,
agrl713_lum,,,,"(md >= 0815) * (md <= 0905) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,landlevl,,
agrl713_lum,,,,"(md >= 0905) * (md <= 0920) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,30
agrl713_lum,,,,"(md >= 0920) * (md <= 1010) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,rye,,
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,rye,grain,
agrl713_lum,,,,,kill_only,rye,,
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl713_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl713_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl713_lum,,,,,kill_only,lupn,,
agrl713_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl713_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl713_lum,,,,,fertilizer,elem_p,broadcast,17
agrl713_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl713_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl713_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl713_lum,,,,,kill_only,barl,,
agrl713_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl713_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,,fertilizer,elem_p,broadcast,8
agrl713_lum,,,,,plant,oats,,
agrl713_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl713_lum,,,,,kill_only,oats,,
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl713_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl713_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl713_lum,,,,,kill_only,lupn,,
agrl713_lum,,,,"(md >= 0815) * (md <= 0905) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,landlevl,,
agrl713_lum,,,,"(md >= 0905) * (md <= 0920) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,30
agrl713_lum,,,,"(md >= 0920) * (md <= 1010) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,rye,,
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,60
agrl713_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,rye,grain,
agrl713_lum,,,,,kill_only,rye,,
agrl713_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl713_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl713_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl713_lum,,,,,kill_only,lupn,,
agrl713_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl713_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl713_lum,,,,,fertilizer,elem_p,broadcast,17
agrl713_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl713_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
